1.#QNAN		1.#QNAN
921800		937545
931098		940441
919485		917220
918072		917252
920499		920617
921528		924579
920738		921429
920987		922302
919932		919675
920469		921181
922092		920403
916894		906198
935898		980042
934950		994333
911547		891653
918652		921536
921833		927630
928821		952116
920733		925954
922057		922360
921194		916810
921447		919141
913883		871003
920481		913752
922031		922267
918859		919179
918511		913965
918880		916126
908099		851331
918955		933064
914008		927561
917624		914767
912338		911791
917883		914984
926045		923183
916734		908990
920962		923674
918002		912346
923233		923163
923923		929528
920367		913249
926069		935444
923357		928382
927952		881012
922176		935918
915959		906522
920171		949050
910708		882641
922148		934098
912617		905065
905876		882776
920549		934114
917207		912347
920244		921919
923110		920225
916484		912740
917276		918134
921042		908554
919089		913984
895657		902164
934763		982570
922342		918289
918665		900855
921433		924517
921760		925561
922194		927077
918041		913716
920575		920930
914028		901567
921754		920800
921856		920235
920177		920112
913081		927135
836818		810047
926212		967939
921968		925540
924444		930985
921698		919401
926321		925455
921146		925810
921287		923202
924494		935015
917787		917010
927556		931750
929849		935963
929591		934245
900442		897077
918786		911561
915693		921437
924264		926873
926109		931151
922472		908021
923584		923274
922019		922184
807283		1.82455e+006
921556		920081
920680		910677
922038		925027
923381		926223
914712		912675
913086		907940
922573		923443
911993		909134
925068		936060
924277		932599
924080		933065
934464		1.01247e+006
923606		933790
924782		937610
923810		932304
907856		837564
938440		1.0166e+006
907765		1.22657e+006
919657		916358
938637		954688
927018		928722
906862		895219
920762		921323
919288		922102
920978		921837
923613		936489
923795		936797
920560		920497
918492		925980
923637		940167
919449		917743
918305		909128
919593		918984
918353		920880
918492		921641
926003		925443
920156		927015
923988		924824
922293		923954
919954		918672
915937		919350
922426		927003
924382		935286
921457		922680
922225		923488
929888		941396
945773		974731
922413		925021
922307		914270
901585		907842
934634		920995
923395		929860
923385		929816
921393		917930
919223		911355
923728		926862
917132		918117
964692		1.07522e+006
924505		938164
916111		910898
923520		935162
948794		1.01251e+006
922939		923067
920664		921202
922610		924662
920032		919391
924960		929916
924830		934510
917968		916044
929671		969293
924033		945943
927010		949665
924692		941760
923059		940758
926262		947016
925003		936108
923145		966495
922720		945813
929664		955327
923117		931615
916847		911073
920528		910338
930147		895858
883338		1.04437e+006
924151		1.0414e+006
918931		913963
942662		947945
920066		917962
921439		926465
918458		902186
915846		880666
919805		914582
919912		917704
921375		923746
918362		919032
919698		912643
923559		929067
920205		924350
925876		931452
921946		925492
923147		930782
922221		939407
919814		915149
919845		923939
931284		954427
930109		936956
929350		934097
923823		927844
935488		923641
973885		999748
950394		1.04637e+006
909472		907326
900045		894088
913911		930146
968284		1.19025e+006
923069		931714
926670		946620
915462		907162
923004		915858
920233		923949
920151		920719
923318		927707
910796		897687
921822		922717
923101		923516
915202		909231
921774		921157
912356		903920
910104		906918
918914		918611
921381		935434
916419		903664
925425		934105
920463		924796
899803		879389
1.10495e+006		1.28125e+006
926348		925569
917935		915835
926142		931884
929795		929141
922413		922860
883572		895879
916308		919129
939302		917163
921582		922440
921548		926882
938629		948206
919775		922585
899077		900077
924709		937116
906900		897406
935622		964984
919344		923563
933248		1.13771e+006
903210		898682
927565		938383
925687		898437
917704		905407
918784		900814
922467		913415
920884		922746
918187		917164
920978		909818
913187		903626
945842		980159
907626		942060
920542		915046
917826		912656
919560		916829
920380		922996
921164		911689
934814		1.00293e+006
921294		937270
921250		929408
914344		908953
920720		925887
863705		850478
920254		920065
922485		921905
919703		878923
931481		946546
904707		862480
907176		876673
907432		893722
915478		892124
949216		960069
560159		-1.99122e+006
937868		1.02205e+006
920399		915379
921492		921017
924869		910793
916138		920005
920643		920574
924117		926010
925375		933472
924568		926096
925497		924266
920510		926960
933982		951835
919780		914770
895352		833476
877221		904217
912502		951784
923840		904908
923590		957153
909710		954534
912204		893374
803176		772610
919431		914500
917076		907730
920645		912716
919076		914813
935704		969957
919536		914426
919073		914436
886974		872250
919494		917059
1.00941e+006		1.00524e+006
923847		925407
898868		883671
934980		952162
915959		913933
917561		912022
921387		923142
916565		882040
933542		944326
917445		913760
920476		931388
921637		922603
917767		860115
921880		900725
918970		922701
923488		923370
919983		921749
924433		928393
919968		913593
907278		864649
919473		909746
920147		916913
918227		916042
918700		894299
923254		934399
923014		921025
923637		923129
925732		933277
894316		824803
919187		909527
919949		882230
919648		910676
919737		911696
923556		934996
903851		915238
918721		906137
942816		1.00287e+006
898873		840992
922153		926682
924457		882226
949334		978437
919048		920396
924605		930531
912208		868904
929333		901740
920411		921027
916693		891886
923948		927523
931150		925211
891922		896037
909189		902032
923307		937242
780954		614197
917955		927265
907197		906776
929271		924606
906287		910655
919613		912445
928867		942895
918790		916971
920600		913635
929829		932924
895747		899636
1.05425e+006		1.54419e+006
915363		925607
919781		936706
922951		940510
884052		459128
924618		922798
914306		906812
913283		877517
903406		880326
922219		918909
962231		1.10029e+006
926957		943185
911574		905806
895566		909772
916683		934441
915123		927329
926334		930255
917939		908016
926699		917724
924438		912622
923835		934188
912972		917335
921279		931356
922899		916891
931376		976928
908267		888233
946465		897716
905519		909033
929266		939060
922943		916737
920528		917296
920469		916686
993092		1.10141e+006
929802		934552
915947		915622
919949		919692
928304		918338
918032		913292
923424		924656
918625		912349
925477		893931
1.08434e+006		1.34623e+006
911049		920290
959688		938551
910801		891121
924188		934154
929758		942714
917316		912542
921117		925978
932772		929828
905896		888268
927599		922629
929676		939531
908598		944993
952398		925708
920665		932345
920722		922313
920812		931055
929992		916764
912687		895543
918531		924274
923545		935080
883210		854108
868492		2.07434e+006
926545		935297
921260		909707
918840		909692
921460		922891
920389		909569
921106		921091
911216		889100
918313		921178
914332		875677
921128		913375
919676		909325
930010		951967
915427		863854
916553		924146
921236		915080
911007		908408
898153		943820
918725		912547
921415		922303
921865		918004
923342		924206
923258		924024
914708		904292
930564		950901
974968		1.17282e+006
915349		896397
922141		933659
921409		927305
924657		938059
924657		938059
909900		898036
920210		915812
919079		909762
921022		915599
922252		925888
920337		916674
919080		907888
924585		924529
920292		912324
917742		912280
925135		932920
920645		918185
919444		918170
922325		923696
916826		907436
919932		918304
898051		857943
921924		919017
892757		838729
922493		917809
961958		983352
923193		919697
921621		920980
922146		922911
913179		903453
913269		900384
921856		924349
922356		925135
923365		921740
1.07614e+006		850534
911254		922015
922285		953961
920857		931265
921372		925416
918171		901772
921560		897703
922619		921240
932294		959159
947415		931979
931235		964491
929212		941780
924938		972245
918334		904833
922045		935140
931766		957864
923687		923097
925458		919727
919967		908681
923336		927491
922590		919855
922506		913551
923253		921214
923456		928100
913187		852077
921842		918652
930164		934561
912111		897018
931266		936414
922444		930670
920618		920294
938795		965153
928367		940384
917682		892633
921983		926042
922146		923820
917548		901610
927747		932187
863385		785095
911133		893522
916444		905641
910684		891956
942107		940292
916923		897248
928311		934533
1.04611e+006		1.06547e+006
928090		929324
934960		947692
1.10385e+006		1.2998e+006
911079		896097
908965		860592
918796		907288
908805		1.05339e+006
914834		911569
930958		928092
909914		902511
925742		925982
919570		921800
923805		927104
891084		835100
923023		926793
916647		908322
911665		898835
916506		885781
918032		912032
904178		877917
924372		927509
949813		930617
922391		925741
921657		934503
915492		906792
924924		1.00298e+006
924288		920431
927928		950960
925865		964770
917805		891863
923167		883256
931253		943812
926578		926512
918251		917772
919043		928056
924696		948724
912484		918258
945620		944627
917845		930753
913647		858866
919083		942232
921698		929535
915272		921573
879466		900398
897718		737282
926704		936994
923762		936024
920124		927278
918999		926289
920375		922427
920019		925459
923469		963199
920184		921373
885013		1.55812e+006
926752		987556
917163		925520
906300		897320
927755		976139
920052		916680
923407		922995
919209		913997
920139		913389
919499		915504
1.16258e+006		1.62802e+006
933081		922257
898986		917345
917555		918474
923327		918847
920665		900770
914595		838585
942333		926527
919514		905230
929652		915641
916792		909489
925325		913747
938899		937036
923935		931962
917266		887321
924088		928804
924227		929587
920677		919409
928957		940025
922548		929227
909702		923861
926313		935956
929811		960070
923209		929753
924119		929409
925357		933036
926289		930005
932962		937682
932218		927483
894913		873868
890298		849803
916682		904942
933237		983507
915473		900781
919892		919171
922723		932871
876927		1.22536e+006
921984		941822
913799		892117
944848		953444
924424		938442
936155		1.03781e+006
922554		903553
905056		895891
858847		849881
920964		920322
920572		923275
923681		926002
937330		920617
922925		922847
922690		922846
923078		921357
919752		917249
930744		941971
922303		922293
922970		922964
919978		915354
921135		941425
923495		944400
918932		896539
918397		901047
823920		657017
939752		841867
925193		927056
925215		908280
917588		917218
927159		930645
922185		914298
938665		977829
951591		1.28422e+006
951803		1.07876e+006
918500		905975
921439		940842
917705		904272
926493		939169
939844		957239
907721		907136
955755		808648
925662		928400
919311		905752
931249		990056
945763		963430
904657		875707
936148		919725
823333		818454
880865		858843
932042		918966
893720		904706
967570		995511
946012		974704
925760		932866
935141		941161
924255		952523
907413		937163
947145		1.00477e+006
933383		1.01584e+006
928761		928778
923254		938771
911222		897745
922469		918674
925488		926741
921951		915741
921582		922898
913997		883220
921470		915219
824524		585116
911841		881164
921324		918349
920223		917100
919868		917186
915300		916423
917145		895721
914413		902720
916295		926352
918245		928563
917509		902824
920689		893228
921300		918668
921313		922069
916182		906389
924251		921368
914957		885943
922101		921533
922762		915402
931866		882942
924836		922047
924719		919826
922526		918368
924253		917733
928436		898053
922592		984746
917651		916970
921180		943264
940047		967422
917811		931830
920174		926207
919398		915761
918957		914697
910631		898583
922784		934246
917934		911155
867293		638043
923950		926127
917841		884421
918476		909499
919101		910276
909378		851264
923792		933492
920813		912732
923074		927596
924141		928027
921633		932427
924390		927751
924223		926582
922315		927225
922302		926592
924741		928605
915490		915063
932031		959672
920564		909720
909176		829217
924567		933213
940867		976644
916051		930883
924383		866639
